id,city,city_gdp,city_population,country,emission,emission_target,target,baseline_year,year,year_status,factors,sector
355,"Port Allen, LA",,,USA,,,,,2017,,,
356,"Portland, OR",,,USA,8989869.0,2050,80.0,1990,2017,,,Total
357,Porto,,,Portugal,1300000.0,2020,45.0,2004,2017,,,Total
358,"Prince George, BC",,,Canada,660300.0,2012,2.0,2002,2017,,,Total
359,Providence,,,USA,2652837.0,2050,100.0,2010,2017,,,Total
360,Reykjavík,,,Iceland,,2050,73.0,2007,2017,,,
361,"Richmond, CA",,,USA,,2050,80.0,1990,2017,,,
362,"Richmond, VA",,,USA,,2050,80.0,2008,2017,,,
363,Roanoke,,,USA,,,,,2017,,,
364,Rochester,,,USA,1900000.0,2030,40.0,2010,2017,,,Total
365,Sacramento,,,USA,,2050,83.0,2005,2017,,,
366,San Diego,,,USA,12984993.0,2035,,2010,2017,,,
367,San Francisco,,,USA,6201949.0,2017,25.0,1990,2017,,,Total
368,San José,,,USA,,,,,2017,,,
369,"San Leandro, CA",,,USA,675800.0,2020,25.0,2005,2017,,,Total
370,"Santa Cruz, CA",,,USA,427280.0,2050,80.0,1990,2017,,,Total
371,Santa Monica,,,USA,1386640.0,2050,80.0,1990,2017,,,Total
372,Saskatoon,,,Canada,3852171.0,2050,80.0,2014,2017,,,Total
373,Seattle,,,USA,3647000.0,2050,100.0,2008,2017,,,Total
374,Shenzhen,,,China,1.48,,45.0,2005,2017,,,Other: Total city-wide emissions
375,"Somerville, MA",,,USA,609561.0,2050,100.0,2014,2017,,,Total
376,St Louis,,,USA,8081418.0,2050,80.0,2005,2017,,,Total
377,Stockholm,,,Sweden,3668000.0,2040,100.0,1990,2017,,,Total
378,Sydney,,,Australia,5920000.0,2030,70.0,2005,2017,,,Total
379,"Takoma Park, MD",,,USA,94572.0,2050,80.0,2012,2017,,,
380,Toronto,,,Canada,27051617.0,2050,80.0,,2017,,,Total
381,Turku,,,Finland,970000.0,2040,100.0,2013,2017,,,Total
382,Vancouver,,,Canada,1300000.0,2020,20.0,2007,2017,,,Buildings
383,West Hollywood,,,USA,,2035,25.0,2008,2017,,,
384,West Palm Beach,,,USA,1484767.0,2025,25.0,2013,2017,,,Total
385,Windsor,,,Canada,9.0,,40.0,2014,2017,,,Other: Total
386,Winnipeg,,,Canada,5257324.0,,6.0,1998,2017,,,Total
387,Wroclaw,,,Poland,4422676.0,2020,21.0,1990,2017,,,Total
388,Yokohama,,,Japan,,2020,,2005,2017,,,Other: Absorption through forests and tree planting
389,Zaragoza,,,Spain,,2020,20.0,2010,2017,,,
390,Mendoza,,,Argentina,,,,,2017,,,
391,Nancy,,,France,,2020,20.0,1990,2017,,,
392,Bolzano,,,Italy,,2020,23.0,2010,2017,,,
393,Ferrara,,,Italy,,2020,25.5,2007,2017,,,Total
394,Firenze,,,Italy,2519980.0,2050,80.0,2005,2017,,,Total
395,Genova,,,Italy,,2020,23.0,2005,2017,,,
396,Milano,,,Italy,7418000.0,2020,20.0,2005,2017,,,Total
397,Monza,,,Italy,541850.0,2020,24.8,2005,2017,,,Total
398,Napoli,,,Italy,,2020,25.0,2005,2017,,,
399,Olbia,,,Italy,,2020,25.23,2009,2017,,,
400,Oristano,,,Italy,,2020,,2016,2017,,,Public buildings
401,Padova,,,Italy,,2020,20.0,2005,2017,,,Total
402,Parma,,,Italy,6.0,,20.0,2004,2017,,,Other: Total
403,Piacenza,,,Italy,,2020,20.4,1990,2017,,,
404,Ravenna,,,Italy,,2020,23.9,2007,2017,,,
405,Udine,,,Italy,,2020,20.0,2006,2017,,,
406,Venezia,,,Italy,1494744.0,2020,23.0,2005,2017,,,Total
407,"Washington, DC",,,USA,10101895.0,2032,80.0,2006,2017,,,Total
408,Quito,,,Ecuador,0.0,,,2015,2017,,,Wastewater
409,Dublin,,,Ireland,,2020,20.0,2006,2017,,,
410,Egedal,,,Denmark,268000.0,2020,7.0,2009,2017,,,Total
411,Elsinore,,,Denmark,415000.0,2050,100.0,2008,2017,,,Total
412,Fafe,,,Portugal,38991.0,2020,21.0,2008,2017,,,Total
413,Fredensborg,,,Denmark,,2050,100.0,2010,2017,,,Total
414,Frederikshavn,,,Denmark,547000.0,2030,100.0,2010,2017,,,Total
415,Hamburg,,,Germany,,2030,50.0,1990,2017,,,
416,Gdańsk,,,Poland,,2020,21.0,2013,2017,,,
417,Groningen,,,Netherlands,900000.0,2035,100.0,2006,2017,,,Total
418,Rotterdam,,,Netherlands,23700000.0,2020,25.0,1990,2017,,,Total
419,Gladsaxe,,,Denmark,499740.0,2020,40.0,2007,2017,,,Total
420,Glasgow,,,United Kingdom,39873000.0,2020,30.0,2006,2017,,,
421,Tarija,,,Bolivia,,,,,2017,,,
422,,,,,,2020,20.0,2013,2017,,,
423,"Seoul ",,,South Korea,,,,,2017,,,
424,Hong Kong,,,Hong Kong,0.0,,65.0,2005,2017,,,Other: Total
425,"London ",,,United Kingdom,45050000.0,2050,80.0,1990,2017,,,Total
426,Manchester,,,United Kingdom,21200000.0,2020,48.0,1990,2017,,,Total
427,Hoeje-Taastrup,,,Denmark,312026.0,2050,95.0,2012,2017,,,Total
428,Hørsholm,,,Denmark,,2020,20.0,2010,2017,,,
429,Hsinchu City,,,Taiwan,805953.0,2026,17.0,2013,2017,,,Total
430,Hsinchu County,,,Taiwan,,2025,10.0,2011,2017,,,
431,"Iskandar ",,,Malaysia,11.0,,58.0,2005,2017,,,Other:
432,Kaohsiung,,,Taiwan,67326998.0,2020,,2005,2017,,,Stationary energy (buildings)
433,Magdeburg,,,Germany,,2050,86.0,2012,2017,,,
434,Lejre,,,Denmark,,2020,30.0,2011,2017,,,
435,Los Altos Hills,,,USA,,2025,30.0,2005,2017,,,
436,Malmö,,,Sweden,,,,,2017,,,
437,Lima,,,Peru,3093113.0,2025,,2015,2017,,,Waste
438,Middelfart,,,Denmark,362234.0,2025,50.0,2010,2017,,,Total
439,Magdalena del Mar,,,Peru,,2030,30.0,2015,2017,,,
440,Providencia,,,Chile,,,,,2017,,,
441,San Isidro,,,Argentina,,,,,2017,,,
442,San Isidro (Lima),,,Peru,110623.19,2020,,2015,2017,,,Waste
443,Arendal,,,Norway,,,76.0,2009,2017,,,Other: Total
444,Belo Horizonte,,,Brazil,3.2,2030,20.0,2007,2017,,,Total
445,Cainta,,,Philippines,7673.0,,,2017,2017,,,Waste
446,Recife,,,Brazil,601390.0,2040,,2012,2017,,,Waste
447,Braga,,,Portugal,,2020,20.0,2008,2017,,,Total
448,Guimarães,,,Portugal,146651.0,2020,20.0,2008,2017,,,Total
449,Moita,,,Portugal,,2020,20.0,2008,2017,,,
450,"New Taipei ",,,Taiwan,510068.0,2030,25.0,2005,2017,,,Waste
451,New York City,,,USA,61060000.0,2050,80.0,2005,2017,,,Total
452,Pasig,,,Philippines,,2020,10.0,2010,2017,,,Total
453,"Pingtung ",,,Taiwan,,2030,30.0,2013,2017,,,
454,Cuiabá,,,Brazil,,,,,2017,,,
455,Florianópolis,,,Brazil,,2020,42.0,2013,2017,,,
456,Palmas,,,Brazil,,,,,2017,,,
457,Rio de Janeiro,,,Brazil,11402180.0,2020,20.0,2005,2017,,,Total
458,Durham,,,Canada,5021342.0,2050,80.0,2007,2017,,,Total
459,Riga,,,Latvia,4295.0,2020,54.0,1990,2017,,,Total
460,Ringkøbing-Skjern,,,Denmark,491364.0,2020,100.0,2007,2017,,,Total
461,Salt Lake City,,,USA,4943904.0,2040,80.0,2009,2017,,,
462,Santarém,,,Portugal,337112.0,2020,21.0,2006,2017,,,Total
463,"Singapore ",,,Singapore,0.18,2030,36.0,2005,2017,,,Other: Nation-wide
464,Sonderborg,,,Denmark,4763894.0,2029,100.0,2007,2017,,,
465,Heidelberg,,,Germany,915000.0,2050,95.0,1990,2017,,,Total
466,Zürich,,,Switzerland,,2050,82.0,2005,2017,,,Total
467,Taichung,,,Taiwan,,2022,10.0,2011,2017,,,Total
468,"Tainan ",,,Taiwan,19510422.0,2030,20.0,2005,2017,,,Total
469,Taipei,,,Taiwan,,,,,2017,,,
470,Taoyuan,,,Taiwan,30474326.0,2050,50.0,2005,2017,,,Total
471,Tarnów,,,Poland,,2020,8.46,2013,2017,,,
472,Tartu,,,Estonia,,,,,2017,,,
473,Tbilisi,,,Georgia,,2020,24.0,2010,2017,,,
474,"Tel Aviv-Yafo ",,,Israel,,2020,20.0,2000,2017,,,
475,The Hague,,,Netherlands,3000000.0,2040,100.0,1990,2017,,,Total
476,Tokyo,,,Japan,62100000.0,2030,30.0,2000,2017,,,Total
477,"Torres Vedras ",,,Portugal,,2020,29.0,2009,2017,,,
478,"Ajax, ON",,,Canada,521620.0,2020,6.0,2005,2017,,,Total
479,Blacksburg,,,USA,276411.0,2050,80.0,1990,2017,,,Other: Public
480,"Vail, CO",,,USA,,2020,20.0,2009,2017,,,
481,Kadiovacik,,,Turkey,,,,,2017,,,
482,Ville de Kinshasa,,,Democratic Republic of Congo,,,,,2017,,,
483,Monaco,,,Monaco,,2020,22.0,1990,2017,,,
484,Montreal,,,Canada,14786.0,2020,30.0,1990,2017,,,Total
485,Nyon,,,Switzerland,3.0,,46.0,2016,2017,,,Stationary energy (buildings)
486,Salaberry-de-Valleyfield,,,Canada,,2020,20.0,2009,2017,,,
487,"Vilnius ",,,Lithuania,1734000.0,2020,26.2,2003,2017,,,Total
488,Wellington,,,New Zealand,92832.0,2050,80.0,2014,2017,,,Other: Corporate
489,Yala,,,Argentina,,,,,2017,,,
490,Shenzhen,,17662000.0,China,,,,,2023,,"Assessment considers nature; Assessment considers transition risks; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Identified hazards have been incorporated into the jurisdictions overall risk management framework; None of the above",
491,Boise,,236634.0,United States of America,,,,,2023,,Assessment considers water security,
492,Piraquara,,118730.0,Brazil,,,,,2023,,Assessment considers nature; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
493,Mar del Plata,,650332.0,Argentina,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
494,Ville de Kinshasa,,0.0,Democratic Republic of the Congo,,,,,2023,,Assessment includes sectors and/or urban systems,
495,Siliguri,,811532.0,India,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
496,Palmas,,302692.0,Brazil,,,,,2023,,A process has been established for prioritizing identified hazards,
497,West Palm Beach,,120932.0,United States of America,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
498,Comas,,650000.0,Peru,,,,,2023,,Assessment considers vulnerable populations; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
499,Manizales,,434403.0,Colombia,,,,,2023,,"Other, please specify: Tiene en cuenta las siguientes dimensiones Salud, Biodiversidad y Servicios Ecosistémicos, Recurso Hídrico, Seguridad Alimentaria, Hábitat Humano e Infraestructura y cuenta con los siguientes componentes  Amenaza, Sensibilidad y Capacidad Adaptativa",
500,Åseda,,9418.0,Sweden,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes consultation with partners; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
501,St. John’s,,110525.0,Canada,,,,,2023,,,
502,Yaoundé 4,,1051689.0,Cameroon,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework; Other, please specify: sur l’accès des populations aux services sociaux de base et l’énergie propre",
503,Chihuahua,,937674.0,Mexico,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers vulnerable populations; Assessment considers water security; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
504,Lilongwe,,1513234.0,Malawi,,,,,2023,,Assessment considers nature; Assessment considers water security,
505,Bridgewater,,8790.0,Canada,,,,,2023,,Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security,
506,Wollongong,,220659.0,Australia,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
507,Huddersfield,,441290.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
508,la Ciudad de Paraná,,277251.0,Argentina,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5)",
509,"Portland, OR",,812563.0,United States of America,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security,
510,Évora,,53591.0,Portugal,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
511,Guarulhos,,1291784.0,Brazil,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
512,Jeonju-si,,651495.0,Republic of Korea,,,,,2023,,A process has been established for prioritizing identified hazards,
513,Changwon,,1035402.0,Republic of Korea,,,,,2023,,"Assessment considers nature; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems",
514,Saint John,,73611.0,Canada,,,,,2023,,"Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
515,Wuhan,,13739000.0,China,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers vulnerable populations; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
516,Boa Vista,,413486.0,Brazil,,,,,2023,,Identified hazards have been incorporated into the jurisdictions overall risk management framework,
517,Sheffield,,556500.0,United Kingdom of Great Britain and Northern Ireland,,,,,2023,,"Assessment considers nature; Assessment considers transition risks; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
518,Santos,,418608.0,Brazil,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
519,Torres Vedras,,83075.0,Portugal,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
520,Göteborg,,596841.0,Sweden,,,,,2023,,"Assessment considers nature; Assessment considers transition risks; Assessment considers water security; Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Other, please specify: The city has mapped the areas threatened by flooding in the form of rising sea levels, high flows and increased volumes in watercourses and downfalls. These mappings are the basis for the recommendations in the risk assessment.",
521,Valdivia,,167000.0,Chile,,,,,2023,,Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes sectors and/or urban systems,
522,Fremont,,230504.0,United States of America,,,,,2023,,"Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
523,Thunder Bay,,108843.0,Canada,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
524,Recife,,1488920.0,Brazil,,,,,2023,,"Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
525,Hong Kong,,7346100.0,"China, Hong Kong Special Administrative Region",,,,,2023,,Assessment considers nature; Assessment considers water security,
526,Puerto Princesa,,307079.0,Philippines,,,,,2023,,A process has been established for prioritizing identified hazards; Assessment considers nature; Identified hazards have been incorporated into the jurisdictions overall risk management framework,
527,Yeosu-si,,274765.0,Republic of Korea,,,,,2023,,"A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature; Assessment considers transition risks; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Assessment includes consultation with partners; Assessment includes sectors and/or urban systems; Identified hazards have been incorporated into the jurisdictions overall risk management framework",
528,Vitoria-Gasteiz,,256743.0,Spain,,,,,2023,,"A process has been established for prioritizing identified hazards; Assessment considers nature; Assessment considers vulnerable populations; Assessment considers water security; Assessment includes a high-emissions scenario (i.e., RCP 8.5); Identified hazards have been incorporated into the jurisdictions overall risk management framework",
529,Middelfart,,40000.0,Denmark,,,,,2023,,A process has been established for prioritizing identified hazards; A process has been established to update the assessment at least every five years; Assessment considers nature,
